business_name,sector,followers_count,post_date,posting_hour,day_of_week,month,post_type,caption_text,caption_length,hashtags_count,emoji_count,likes_count,comments_count,views_count,language,CTA_present,promo_post,discount_percent,mentions_location,religious_theme,patriotic_theme,arabic_dialect_style,engagement_count,engagement_rate_by_followers,like_rate_by_views,comment_rate_by_likes,views_per_follower,is_high_engagement,posting_time_category,caption_length_category,hashtag_intensity,content_localization_score
Ramallah Roastery,cafe,6768,2025-02-17,21,Monday,2,reel,أجواء ولا أروع شوفوا الـ reel. موجودين في Tulkarm today. من قلب فلسطين اطلب الآن وخلينا نجهزلك طلبك. #قهوة,106,1,0,2459,368,19107,Mixed,True,False,0.0,True,False,True,False,2827,0.4177009456264775,0.12869628931805097,0.14965433102887352,2.8231382978723403,True,evening,medium,low,5
Nablus Bites,restaurant,12825,2025-06-02,14,Monday,6,reel,اليوم عنا أكل طيب شوفوا الـ reel. زورونا وخلينا نجهزلك طلبك. 😍 🛍️ #مطاعم,72,1,2,5478,811,36371,Mixed,True,False,0.0,False,False,False,False,6289,0.49037037037037035,0.15061450056363587,0.14804673238408178,2.835945419103314,True,afternoon,short,low,0
Gaza Family Pharmacy,pharmacy,12502,2025-01-21,13,Tuesday,1,reel,صحتك بتهمنا شوفوا الـ reel. شو رأيكم؟ اطلب الآن وخلينا نجهزلك طلبك. 🍰 ☕ #تعليم,78,1,2,1484,164,25640,Mixed,True,False,0.0,False,False,False,True,1648,0.13181890897456408,0.0578783151326053,0.1105121293800539,2.0508718605023195,False,afternoon,short,low,3
Gaza Gadget Shop,electronics_store,49527,2025-05-11,22,Sunday,5,image,وصلت أجهزة جديدة صورة جديدة. شو رأيكم؟ الكمية محدودة 30% خصم لفترة محدودة #SupportLocal #صيدلية #عيادة #مطاعم,109,4,0,682,100,10642,Arabic,False,True,30.0,False,False,False,True,782,0.015789367415753024,0.0640856981770344,0.1466275659824047,0.21487269570133463,False,night,medium,medium,3
Gaza Gadget Shop,electronics_store,49504,2025-04-06,18,Sunday,4,carousel,وصلت أجهزة جديدة Swipe وشوفوا الباقي. أهلا بالناس الحلوة موجودين في Gaza today. زورونا وخلينا نجهزلك طلبك.,106,0,0,5857,394,57125,Mixed,True,False,0.0,True,False,False,True,6251,0.12627262443438914,0.10252954048140044,0.06726993341301007,1.153947155785391,False,evening,medium,none,6
Bethlehem Lash Bar,beauty_salon,13189,2025-05-18,13,Sunday,5,carousel,Glow up season Swipe to see more. Available now in Bethlehem. Message us. #Bethlehem #عيادة #SupportLocal,105,3,0,657,134,5784,English,True,False,0.0,True,False,False,False,791,0.059974220941693836,0.11358921161825726,0.2039573820395738,0.43854727424368795,False,afternoon,medium,low,3
Canaan Threads,store,15432,2025-02-14,12,Friday,2,carousel,وصلت تشكيلة جديدة سوايب وشوفوا التفاصيل. احجز الآن وخليها علينا 🍕 #Hebron #مطاعم,80,2,1,2153,174,18718,Arabic,True,False,0.0,True,False,False,True,2327,0.15079056505961638,0.11502297253980126,0.08081746400371574,1.2129341627786419,False,afternoon,short,low,6
Ramallah English Corner,education_center,2536,2025-06-04,23,Wednesday,6,carousel,استنونا بدورة جديدة Swipe وشوفوا الباقي. شو رأيكم؟ limited offer لفترة محدودة 5% off اليوم! زورونا وخلينا نجهزلك طلبك. 😍 🎉 🍕 💪 #Palestine,137,1,4,132,24,1002,Mixed,True,True,5.0,False,False,False,True,156,0.061514195583596214,0.1317365269461078,0.18181818181818182,0.3951104100946372,False,night,medium,low,3
Gaza Power House,gym,5592,2025-11-26,7,Wednesday,11,video,جاهزين للتمرين فيديو جديد. #Palestine #عيادة,44,2,0,240,7,2234,Mixed,False,False,0.0,False,False,False,False,247,0.04417024320457797,0.10743061772605192,0.029166666666666667,0.39949928469241774,False,morning,short,low,0
Gaza Family Pharmacy,pharmacy,12990,2025-12-25,9,Thursday,12,reel,صحتك بتهمنا شوفوا الريل. يا جماعة زورونا بفرعنا في Nablus راسلونا وخليها علينا 📍 🥙 ☕ #Palestine #SupportLocal,109,2,3,1448,176,34114,Arabic,True,False,0.0,True,False,False,True,1624,0.1250192455735181,0.042445916632467606,0.12154696132596685,2.6261739799846033,False,morning,medium,low,6
Gaza Power House,gym,5586,2025-03-26,19,Wednesday,3,video,جاهزين للتمرين فيديو جديد. الكمية محدودة 30% خصم لفترة محدودة زورونا بفرعنا في Rafah احجز الآن وخليها علينا ✨ 🩺 #عروض #تعليم #الكترونيات,136,3,2,1340,213,9392,Arabic,True,True,30.0,True,False,False,False,1553,0.278016469745793,0.14267461669505963,0.15895522388059702,1.681346222699606,True,evening,medium,low,3
Tulkarm Streetwear,store,34885,2025-03-08,2,Saturday,3,image,وصلت تشكيلة جديدة صورة جديدة. كل عام وأنتم بخير من قلب فلسطين,61,0,0,1180,77,22819,Arabic,False,False,0.0,False,True,True,False,1257,0.03603267880177727,0.05171129322056181,0.06525423728813559,0.6541206822416511,False,night,short,none,4
Tulkarm Streetwear,store,32503,2025-10-11,21,Saturday,10,image,New arrivals just landed Photo drop. Available now in Jenin. #مخبز #تسوق,72,2,0,4301,551,25347,English,False,False,0.0,True,False,False,False,4852,0.14927852813586437,0.16968477531857815,0.1281097419204836,0.7798357074731563,False,evening,short,low,3
Hebron Electronics,electronics_store,13752,2025-03-20,22,Thursday,3,image,وصلت أجهزة جديدة صورة جديدة. يا جماعة زورونا بفرعنا في Rafah احجز الآن وخليها علينا,83,0,0,450,67,7253,Arabic,True,False,0.0,True,False,False,True,517,0.03759453170447935,0.06204329243071832,0.14888888888888888,0.527414194299011,False,night,short,none,6
Gaza Power House,gym,5780,2025-05-06,20,Tuesday,5,image,جاهزين للتمرين صورة جديدة. أهلا بالناس الحلوة DM us وخلينا نجهزلك طلبك.,71,0,0,114,9,1769,Mixed,True,False,0.0,False,False,False,True,123,0.021280276816608996,0.0644431882419446,0.07894736842105263,0.30605536332179933,False,evening,short,none,3
Ramallah Care Pharmacy,pharmacy,13907,2025-12-03,19,Wednesday,12,reel,صحتك بتهمنا شوفوا الريل. زورونا بفرعنا في Rafah #Palestine,58,1,0,752,91,12767,Arabic,True,False,0.0,True,False,False,False,843,0.06061695549004099,0.058901856348398215,0.12101063829787234,0.9180268929316172,False,evening,short,low,3
Ramallah Care Pharmacy,pharmacy,13693,2025-10-31,2,Friday,10,video,صحتك بتهمنا فيديو جديد. اطلب الآن وخلينا نجهزلك طلبك. 😍 ✨ 🍰 🥙,61,0,4,469,33,7161,Mixed,True,False,0.0,False,False,False,False,502,0.03666106769882422,0.06549364613880743,0.07036247334754797,0.5229679398232674,False,night,short,none,0
Saj & Manakish House,bakery,9717,2025-07-27,11,Sunday,7,image,Fresh from the oven Photo drop. Book now. #تعليم #Palestine #قهوة,65,3,0,723,41,5901,English,True,False,0.0,False,False,False,False,764,0.07862509004836883,0.12252160650737164,0.056708160442600276,0.607286199444273,False,morning,short,low,0
Bethlehem Lash Bar,beauty_salon,13513,2025-12-24,22,Wednesday,12,reel,دلعي حالك شوفوا الريل. يا جماعة منتج فلسطيني 🧴 🔥 📚 #Bethlehem #Palestine,72,2,3,950,36,22940,Arabic,False,False,0.0,True,False,True,True,986,0.07296677273736402,0.04141238012205754,0.037894736842105266,1.6976245097313698,False,night,short,low,8
Gaza Gadget Shop,electronics_store,48927,2025-08-26,10,Tuesday,8,reel,وصلت أجهزة جديدة شوفوا الريل. زورونا بفرعنا في Gaza راسلونا وخليها علينا 🔥 🩺 🛍️ #جيم #عيادة #Palestine,102,3,3,18101,1824,117267,Arabic,True,False,0.0,True,False,False,False,19925,0.4072393565924745,0.15435715077558052,0.10076791337495165,2.3967747869274634,True,morning,medium,low,3
Gaza Gadget Shop,electronics_store,47994,2025-08-14,13,Thursday,8,image,وصلت أجهزة جديدة صورة جديدة. يا جماعة ابعتولنا DM وخلينا نجهزلك طلبك. 🥙 ☕ 🛍️ 🍕 #مخبز,84,1,4,1067,108,8353,Mixed,True,False,0.0,False,False,False,True,1175,0.024482226945034796,0.12773853705255597,0.10121836925960637,0.17404258865691544,False,afternoon,short,low,3
Nablus Skin Center,clinic,12636,2025-12-03,12,Wednesday,12,reel,صحتكم أولويتنا شوفوا الريل. ابعتولنا DM وخليها علينا 🍕 ☕ ✅ 🩺,60,0,4,365,27,13610,Arabic,True,False,0.0,False,False,False,True,392,0.03102247546691991,0.026818515797207936,0.07397260273972603,1.0770813548591327,False,afternoon,short,none,3
Iron Club Nablus,gym,2063,2025-04-22,0,Tuesday,4,video,جاهزين للتمرين فيديو جديد.,26,0,0,183,14,1330,Mixed,False,False,0.0,False,False,False,True,197,0.0954920019389239,0.13759398496240602,0.07650273224043716,0.6446921958313137,False,night,short,none,3
Shifa Family Clinic,clinic,1406,2025-11-19,14,Wednesday,11,carousel,صحتكم أولويتنا سوايب وشوفوا التفاصيل. أهلا بالناس الحلوة زورونا بفرعنا في Gaza من قلب فلسطين 😍 ✨ 📚 #Palestine #عروض #صيدلية #تعليم,130,4,3,100,3,1184,Arabic,True,False,0.0,True,False,True,True,103,0.0732574679943101,0.08445945945945946,0.03,0.8421052631578947,False,afternoon,medium,medium,8
Gaza Seaside Kitchen,restaurant,4445,2025-10-21,8,Tuesday,10,reel,Fresh flavors today Watch the reel. special deal: 30% off. Available now in Bethlehem. DM us. #عروض #مطاعم,106,2,0,842,55,6529,English,True,True,30.0,True,False,False,False,897,0.2017997750281215,0.12896308776229132,0.06532066508313539,1.4688413948256467,True,morning,medium,low,3
Sama Beauty Studio,beauty_salon,1562,2025-12-21,14,Sunday,12,reel,دلعي حالك شوفوا الـ reel. موجودين في Ramallah today. Order now وخلينا نجهزلك طلبك. 😍 📍 🍕 #Palestine #مطاعم,106,2,3,381,55,2542,Mixed,True,False,0.0,True,False,False,False,436,0.2791293213828425,0.14988198269079464,0.14435695538057744,1.6274007682458387,True,afternoon,medium,low,3
Ramallah English Corner,education_center,2615,2025-11-09,14,Sunday,11,video,استنونا بدورة جديدة فيديو جديد. زورونا بفرعنا في Bethlehem زورونا وخليها علينا ✅ 😍 ☕ 📚,86,0,4,190,16,1721,Arabic,True,False,0.0,True,False,False,True,206,0.07877629063097515,0.11040092969203952,0.08421052631578947,0.6581261950286806,False,afternoon,short,none,6
Nablus Mobile Center,electronics_store,40093,2025-01-06,14,Monday,1,reel,وصلت أجهزة جديدة شوفوا الريل. زورونا بفرعنا في Jericho 🩺 ☕,58,0,2,5058,651,85992,Arabic,True,False,0.0,True,False,False,False,5709,0.14239393410321002,0.05881942506279654,0.12870699881376038,2.1448133090564436,False,afternoon,short,none,3
Ramallah Roastery,cafe,6531,2025-03-07,19,Friday,3,reel,أجواء ولا أروع شوفوا الريل. #Palestine,38,1,0,4050,295,25902,Arabic,False,False,0.0,False,False,False,True,4345,0.6652886234879803,0.15635858234885336,0.0728395061728395,3.9660082682590723,True,evening,short,low,3
Olive Tree Learning,education_center,8645,2025-02-22,11,Saturday,2,carousel,استنونا بدورة جديدة سوايب وشوفوا التفاصيل. ابعتولنا DM وخليها علينا #Hebron #عروض #مخبز,87,3,0,231,31,4753,Arabic,True,False,0.0,True,False,False,False,262,0.030306535569693465,0.048600883652430045,0.1341991341991342,0.5497975708502024,False,morning,short,low,3
Al Hayat Pharmacy,pharmacy,6480,2025-07-17,14,Thursday,7,reel,صحتك بتهمنا شوفوا الريل. 🔥 #Palestine #SupportLocal,51,2,1,1732,155,22731,Arabic,False,False,0.0,False,False,False,True,1887,0.2912037037037037,0.07619550393735428,0.0894919168591224,3.5078703703703704,True,afternoon,short,low,3
Nablus Bites,restaurant,12731,2025-02-07,4,Friday,2,reel,اليوم عنا أكل طيب شوفوا الريل. يا جماعة زورونا بفرعنا في Hebron زورونا وخليها علينا 🛍️ 🍰 🍕 ☕ #Hebron #SupportLocal #مطاعم,121,3,4,2252,255,17564,Arabic,True,False,0.0,True,False,False,True,2507,0.1969209017359202,0.12821680710544295,0.11323268206039076,1.3796245385280026,True,night,medium,low,6
TechSouq Ramallah,electronics_store,54221,2025-07-15,22,Tuesday,7,carousel,وصلت أجهزة جديدة سوايب وشوفوا التفاصيل. احنا جاهزين لفترة محدودة 5% خصم لفترة محدودة #عروض #Palestine,101,2,0,8502,524,61249,Arabic,False,True,5.0,False,False,False,True,9026,0.16646686708102026,0.1388104295580336,0.06163255704540108,1.129617675808266,False,night,medium,low,3
Strong Roots Gym,gym,689,2025-12-03,19,Wednesday,12,image,Train stronger this week Photo drop. Available now in Qalqilya. Order now. #Palestine,85,1,0,13,2,134,English,True,False,0.0,True,False,False,False,15,0.02177068214804064,0.09701492537313433,0.15384615384615385,0.19448476052249636,False,evening,short,low,3
Nablus Skin Center,clinic,12904,2025-02-06,19,Thursday,2,image,صحتكم أولويتنا صورة جديدة. احنا جاهزين موجودين في Nablus today. Order now وخلينا نجهزلك طلبك. 😍 💪 🥙 🍕 #عيادة #تعليم,115,2,4,753,42,8558,Mixed,True,False,0.0,True,False,False,True,795,0.06160880347179169,0.08798784762795045,0.055776892430278883,0.6632052076875388,False,evening,medium,low,6
Hebron Study Hub,education_center,25126,2025-12-27,22,Saturday,12,carousel,استنونا بدورة جديدة سوايب وشوفوا التفاصيل. شو رأيكم؟ زورونا بفرعنا في Tulkarm اتصل فينا وخليها علينا #عيادة,107,1,0,2092,220,30231,Arabic,True,False,0.0,True,False,False,True,2312,0.09201623815967523,0.0692004895636929,0.10516252390057361,1.2031759929953036,False,night,medium,low,6
Canaan Threads,store,14535,2025-03-10,20,Monday,3,carousel,وصلت تشكيلة جديدة Swipe وشوفوا الباقي. احنا جاهزين sale اليوم 40% off اليوم! اطلب الآن وخلينا نجهزلك طلبك. #Hebron,114,1,0,743,26,12028,Mixed,True,True,40.0,True,False,False,True,769,0.05290677674578603,0.061772530761556366,0.034993270524899055,0.8275197798417613,False,evening,medium,low,6
Jericho Physio Hub,clinic,20807,2025-04-22,7,Tuesday,4,carousel,صحتكم أولويتنا سوايب وشوفوا التفاصيل. 🎉 🍰 #Ramallah #صيدلية,59,2,2,90,3,3535,Arabic,False,False,0.0,True,False,False,False,93,0.004469649637141347,0.02545968882602546,0.03333333333333333,0.16989474696015763,False,morning,short,low,3
Al Balad Grill,restaurant,7398,2025-04-11,14,Friday,4,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. عرض خاص 40% خصم لفترة محدودة زورونا بفرعنا في Ramallah صنع محلي ابعتولنا DM وخليها علينا,129,0,0,531,40,2980,Arabic,True,True,40.0,True,False,True,False,571,0.0771830224384969,0.17818791946308724,0.07532956685499058,0.40281157069478235,False,afternoon,medium,none,5
Gaza Power House,gym,5631,2025-07-17,23,Thursday,7,reel,جاهزين للتمرين شوفوا الـ reel. limited offer لفترة محدودة 50% off اليوم! Order now وخلينا نجهزلك طلبك. #عروض #جيم #SupportLocal #Palestine,138,4,0,1894,266,15695,Mixed,True,True,50.0,False,False,False,False,2160,0.38359083644112946,0.12067537432303281,0.14044350580781415,2.7872491564553363,True,night,medium,medium,0
Iron Club Nablus,gym,2028,2025-11-04,21,Tuesday,11,carousel,جاهزين للتمرين سوايب وشوفوا التفاصيل. صنع محلي 🧴 #صيدلية #مطاعم,63,2,1,146,6,1005,Arabic,False,False,0.0,False,False,True,False,152,0.07495069033530571,0.14527363184079603,0.0410958904109589,0.49556213017751477,False,evening,short,low,2
Al Hayat Pharmacy,pharmacy,6375,2025-06-30,19,Monday,6,video,صحتك بتهمنا فيديو جديد. احنا جاهزين #مخبز #عيادة,48,2,0,502,26,6380,Arabic,False,False,0.0,False,False,False,True,528,0.08282352941176471,0.0786833855799373,0.05179282868525897,1.0007843137254901,False,evening,short,low,3
Al Amal Dental,clinic,4563,2025-05-20,19,Tuesday,5,reel,صحتكم أولويتنا شوفوا الـ reel. limited offer لفترة محدودة 50% off اليوم! #عروض #صيدلية #الكترونيات #عيادة,105,4,0,1690,200,16342,Mixed,False,True,50.0,False,False,False,True,1890,0.41420118343195267,0.10341451474727696,0.11834319526627218,3.581415735261889,True,evening,medium,medium,3
Nablus Sweet Oven,bakery,1851,2025-09-16,22,Tuesday,9,carousel,طازة من الفرن سوايب وشوفوا التفاصيل. احنا جاهزين ابعتولنا DM وخليها علينا 🥙 🩺 #Palestine #تسوق #تعليم,101,3,2,155,15,2889,Arabic,True,False,0.0,False,False,False,True,170,0.09184224743381955,0.05365178262374524,0.0967741935483871,1.5607779578606158,False,night,medium,low,3
Nablus Sweet Oven,bakery,1821,2025-02-01,18,Saturday,2,image,طازة من الفرن صورة جديدة. أهلا بالناس الحلوة عرض خاص 25% خصم لفترة محدودة زورونا بفرعنا في Jenin زورونا وخليها علينا,116,0,0,39,1,1055,Arabic,True,True,25.0,True,False,False,True,40,0.021965952773201538,0.03696682464454976,0.02564102564102564,0.5793520043931906,False,evening,medium,none,6
Al Hayat Pharmacy,pharmacy,6489,2025-02-22,22,Saturday,2,reel,صحتك بتهمنا شوفوا الـ reel. احنا جاهزين موجودين في Gaza today. #عيادة #قهوة,75,2,0,821,78,20839,Mixed,False,False,0.0,True,False,False,True,899,0.13854214825088612,0.03939728393876866,0.09500609013398295,3.2114347357065802,False,night,short,low,6
Hebron Table,restaurant,4769,2025-11-20,0,Thursday,11,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. زورونا بفرعنا في Nablus راسلونا وخليها علينا #عيادة #جيم,97,2,0,233,18,2322,Arabic,True,False,0.0,True,False,False,False,251,0.05263157894736842,0.10034453057708871,0.07725321888412018,0.48689452715453974,False,night,medium,low,3
Nablus Mobile Center,electronics_store,39563,2025-04-03,20,Thursday,4,image,وصلت أجهزة جديدة صورة جديدة. يا جماعة الكمية محدودة 25% خصم لفترة محدودة زورونا بفرعنا في Jericho ابعتولنا DM وخليها علينا 📍,124,0,1,5057,688,33770,Arabic,True,True,25.0,True,False,False,True,5745,0.14521143492657282,0.14974829730530057,0.1360490409333597,0.8535753102646412,False,evening,medium,none,6
Gaza Gadget Shop,electronics_store,49588,2025-02-04,19,Tuesday,2,video,وصلت أجهزة جديدة فيديو جديد. أهلا بالناس الحلوة sale اليوم 15% off اليوم! #مطاعم,80,1,0,26884,1704,165081,Mixed,False,True,15.0,False,False,False,True,28588,0.5765104460756635,0.16285338712510827,0.06338342508555274,3.3290513833992095,True,evening,short,low,3
Nablus Bites,restaurant,12470,2025-06-22,13,Sunday,6,video,اليوم عنا أكل طيب فيديو جديد. أهلا بالناس الحلوة احجز الآن وخليها علينا 🍰 📚 ✅ #Hebron #SupportLocal #قهوة,105,3,3,1295,53,19872,Arabic,True,False,0.0,True,False,False,True,1348,0.10809943865276664,0.0651670692431562,0.040926640926640924,1.5935846030473135,False,afternoon,medium,low,6
Gaza Seaside Kitchen,restaurant,4687,2025-02-05,19,Wednesday,2,reel,اليوم عنا أكل طيب شوفوا الريل. صنع محلي ✨ 💪 🥙 😍 #Bethlehem #مطاعم,65,2,4,1032,114,10210,Arabic,False,False,0.0,True,False,True,True,1146,0.24450608064860252,0.101077375122429,0.11046511627906977,2.1783656923405164,True,evening,short,low,8
Sama Beauty Studio,beauty_salon,1611,2025-02-21,21,Friday,2,reel,دلعي حالك شوفوا الـ reel. موجودين في Ramallah today.,52,0,0,240,15,3433,Mixed,False,False,0.0,True,False,False,True,255,0.15828677839851024,0.06990969997087096,0.0625,2.1309745499689634,False,evening,short,none,6
Olive Tree Learning,education_center,8862,2025-05-15,21,Thursday,5,video,استنونا بدورة جديدة فيديو جديد. شو رأيكم؟ زورونا وخليها علينا #مطاعم #SupportLocal,82,2,0,1702,164,14384,Arabic,True,False,0.0,False,False,False,True,1866,0.2105619498984428,0.11832591768631813,0.0963572267920094,1.623109907470097,True,evening,short,low,3
Hebron Fresh Bakery,bakery,1421,2025-12-10,22,Wednesday,12,reel,طازة من الفرن شوفوا الريل. يا جماعة زورونا وخليها علينا 🍰 🎉 ✅ 🥙,63,0,4,725,58,4537,Arabic,True,False,0.0,False,False,False,True,783,0.5510204081632653,0.15979722283447212,0.08,3.1928219563687543,True,night,short,none,3
Al Balad Grill,restaurant,7409,2025-06-18,12,Wednesday,6,carousel,اليوم عنا أكل طيب سوايب وشوفوا التفاصيل. زورونا بفرعنا في Ramallah زورونا وخليها علينا ☕ #Palestine #الكترونيات,111,2,1,445,83,6498,Arabic,True,False,0.0,True,False,False,False,528,0.07126467809420975,0.06848261003385657,0.18651685393258427,0.8770414360912404,False,afternoon,medium,low,3
Nablus Skin Center,clinic,12900,2025-06-22,23,Sunday,6,reel,صحتكم أولويتنا شوفوا الـ reel. يا جماعة خصم special 15% off اليوم! #عروض #مخبز #Palestine,89,3,0,740,37,9438,Mixed,False,True,15.0,False,False,False,True,777,0.06023255813953488,0.07840644204280568,0.05,0.7316279069767442,False,night,short,low,3
Ramallah Roastery,cafe,6642,2025-10-21,22,Tuesday,10,video,أجواء ولا أروع فيديو جديد. زورونا بفرعنا في Tulkarm صنع محلي اطلب الآن وخليها علينا ☕ 🛍️ 😍 💪,92,0,4,884,107,10700,Arabic,True,False,0.0,True,False,True,True,991,0.1492020475760313,0.08261682242990655,0.12104072398190045,1.610960554049985,False,night,medium,none,8
Jericho Physio Hub,clinic,21479,2025-06-30,13,Monday,6,image,صحتكم أولويتنا صورة جديدة. ابعتولنا DM وخلينا نجهزلك طلبك. #عيادة #عروض #صيدلية,79,3,0,1981,212,17660,Mixed,True,False,0.0,False,False,False,False,2193,0.10209972531309651,0.11217440543601359,0.10701665825340737,0.8221984263699428,False,afternoon,short,low,0
Nablus Mobile Center,electronics_store,38414,2025-08-30,13,Saturday,8,reel,وصلت أجهزة جديدة شوفوا الريل. شو رأيكم؟ زورونا بفرعنا في Jericho راسلونا وخليها علينا #SupportLocal #تعليم,106,2,0,8378,1187,113708,Arabic,True,False,0.0,True,False,False,True,9565,0.24899776123288384,0.07367995215815949,0.1416805920267367,2.960066642369969,True,afternoon,medium,low,6
Canaan Threads,store,15322,2025-05-16,6,Friday,5,image,وصلت تشكيلة جديدة صورة جديدة. يا جماعة خصم 20% خصم لفترة محدودة #Hebron #عروض,77,2,0,983,123,9119,Arabic,False,True,20.0,True,False,False,True,1106,0.07218378801723013,0.10779690755565303,0.12512716174974567,0.595157290170996,False,morning,short,low,6
Hebron Study Hub,education_center,26336,2025-11-17,20,Monday,11,video,Learn with confidence New video up. Order now.,46,0,0,625,104,19189,English,True,False,0.0,False,False,False,False,729,0.027680741190765492,0.032570743655219135,0.1664,0.7286224179829891,False,evening,short,none,0
Gaza Gadget Shop,electronics_store,48976,2025-03-03,14,Monday,3,carousel,وصلت أجهزة جديدة Swipe وشوفوا الباقي. صنع محلي #مخبز,52,1,0,2696,68,29522,Mixed,False,False,0.0,False,False,True,True,2764,0.056435805292388105,0.09132172617031366,0.025222551928783383,0.6027850375694218,False,afternoon,short,low,5
Al Amal Dental,clinic,4726,2025-01-05,2,Sunday,1,reel,صحتكم أولويتنا شوفوا الـ reel. يا جماعة خصم special 30% off اليوم! ابعتولنا DM وخلينا نجهزلك طلبك. #عروض #SupportLocal,118,2,0,539,19,7199,Mixed,True,True,30.0,False,False,False,True,558,0.11807024968260686,0.07487150993193499,0.03525046382189239,1.5232754972492595,False,night,medium,low,3
Hebron Electronics,electronics_store,14297,2025-05-03,13,Saturday,5,carousel,وصلت أجهزة جديدة Swipe وشوفوا الباقي. احنا جاهزين خصم special 50% off اليوم! موجودين في Rafah today.,100,0,0,1821,89,14212,Mixed,False,True,50.0,True,False,False,True,1910,0.1335944603763027,0.12813115676892767,0.04887424492037342,0.9940546967895363,False,afternoon,medium,none,6
Hebron Fresh Bakery,bakery,1443,2025-01-19,19,Sunday,1,image,طازة من الفرن صورة جديدة. يا جماعة زورونا بفرعنا في Tulkarm,59,0,0,108,6,951,Arabic,True,False,0.0,True,False,False,True,114,0.079002079002079,0.11356466876971609,0.05555555555555555,0.659043659043659,False,evening,short,none,6
Bethlehem Lash Bar,beauty_salon,13455,2025-01-06,7,Monday,1,image,دلعي حالك صورة جديدة. احنا جاهزين اطلب الآن وخليها علينا ✅ 🔥 🍰 🎉 #Bethlehem #مطاعم,82,2,4,585,93,7487,Arabic,True,False,0.0,True,False,False,True,678,0.0503901895206243,0.07813543475357286,0.15897435897435896,0.5564474173169826,False,morning,short,low,6
Nablus Health Point,pharmacy,5209,2025-02-27,22,Thursday,2,video,صحتك بتهمنا فيديو جديد. أهلا بالناس الحلوة لفترة محدودة 10% خصم لفترة محدودة زورونا بفرعنا في Ramallah احجز الآن وخليها علينا ☕ ✅ #Ramallah #عروض,145,2,2,547,53,5546,Arabic,True,True,10.0,True,False,False,True,600,0.11518525628719524,0.09862964298593581,0.09689213893967093,1.0646957189479747,False,night,medium,low,6
Saj & Manakish House,bakery,9781,2025-06-30,11,Monday,6,image,طازة من الفرن صورة جديدة. أهلا بالناس الحلوة لفترة محدودة 40% خصم لفترة محدودة زورونا وخليها علينا ✅ #عروض #Palestine,117,2,1,1310,184,11347,Arabic,True,True,40.0,False,False,False,True,1494,0.15274511808608526,0.11544901736141712,0.14045801526717558,1.160106328596258,False,morning,medium,low,3
Laila Hair & Nails,beauty_salon,2930,2025-07-31,0,Thursday,7,image,دلعي حالك صورة جديدة. أهلا بالناس الحلوة,40,0,0,23,2,429,Mixed,False,False,0.0,False,False,False,True,25,0.008532423208191127,0.053613053613053616,0.08695652173913043,0.14641638225255973,False,night,short,none,3
Hebron Table,restaurant,4793,2025-07-26,19,Saturday,7,reel,اليوم عنا أكل طيب شوفوا الـ reel. 🎉 #مخبز #عيادة,48,2,1,1224,47,13008,Mixed,False,False,0.0,False,False,False,False,1271,0.26517838514500314,0.0940959409594096,0.03839869281045752,2.713957855205508,True,evening,short,low,0
Hebron Study Hub,education_center,26666,2025-03-28,3,Friday,3,image,استنونا بدورة جديدة صورة جديدة. عروض رمضان صنع محلي اطلب الآن وخليها علينا,74,0,0,1191,44,12130,Arabic,True,False,0.0,False,True,True,False,1235,0.04631365784144604,0.09818631492168178,0.036943744752308987,0.454886372159304,False,night,short,none,4
Qalqilya Home Store,store,53040,2025-01-02,21,Thursday,1,image,New arrivals just landed Photo drop. Visit us. 🍕 🎉 😍,52,0,3,1888,304,45511,English,True,False,0.0,False,False,False,False,2192,0.04132730015082956,0.04148447628045967,0.16101694915254236,0.858050527903469,False,evening,short,none,0
Gaza Gadget Shop,electronics_store,49809,2025-09-21,18,Sunday,9,image,وصلت أجهزة جديدة صورة جديدة. #مخبز #تعليم #جيم #تسوق,52,4,0,3086,340,48044,Arabic,False,False,0.0,False,False,False,False,3426,0.06878275010540263,0.06423278661227208,0.1101749837977965,0.9645646369130076,False,evening,short,medium,0
Al Balad Grill,restaurant,7612,2025-07-05,20,Saturday,7,image,اليوم عنا أكل طيب صورة جديدة. limited offer لفترة محدودة 40% off اليوم! موجودين في Ramallah today. اطلب الآن وخلينا نجهزلك طلبك. #Ramallah #عروض #مطاعم #Palestine,162,4,0,875,141,11418,Mixed,True,True,40.0,True,False,False,True,1016,0.13347346295323173,0.0766333858819408,0.16114285714285714,1.5,False,evening,medium,medium,6
Tulkarm Streetwear,store,33675,2025-02-05,12,Wednesday,2,reel,وصلت تشكيلة جديدة شوفوا الـ reel. احنا جاهزين DM us وخلينا نجهزلك طلبك. 📚 #Palestine,84,1,1,1222,64,27715,Mixed,True,False,0.0,False,False,False,True,1286,0.03818856718634001,0.044091647122496844,0.05237315875613748,0.8230141054194506,False,afternoon,short,low,3
Al Karmel Boutique,store,8863,2025-10-17,12,Friday,10,image,وصلت تشكيلة جديدة صورة جديدة. يا جماعة موجودين في Bethlehem today. زورونا وخلينا نجهزلك طلبك. ☕ ✨ #Bethlehem #Palestine,119,2,2,63,8,1740,Mixed,True,False,0.0,True,False,False,True,71,0.008010831546880289,0.03620689655172414,0.12698412698412698,0.19632178720523524,False,afternoon,medium,low,6
